_GameID,_WhiteID,_BlackID,_OpeningCode,Rated,Game Time,Extra Time,Turns,Winner,Victory Status,White Rating,Black Rating,Initial Moves,Opening Moves,Opening Name,Opening Full Name,Opening Response,Opening Variation
18972,be0wulf,govnezzo,D30,True,10,0,131,White,Mate,1855,1615,d4 d5,4,"Queen's Gambit","Queen's Gambit Declined",Declined,""
18973,gqueen,afgalin,D30,False,10,0,96,Black,Resign,2068,1500,d4 d5,4,"Queen's Gambit","Queen's Gambit Declined",Declined,""
18974,grasmat,gqueen,C07,True,10,0,134,Black,Resign,1910,2060,e4 e6,8,French Defense,French Defense: Tarrasch Variation |  Chistyakov Defense,"",Tarrasch Variation
18975,gqueen,s7serg,D20,True,10,0,61,White,Resign,2058,1616,d4 d5,4,"Queen's Gambit","Queen's Gambit Accepted",Accepted,""
18976,jupp3,gqueen,E15,True,10,0,62,Black,Out of Time,1693,2055,d4 Nf6,8,"Queen's Indian Defense","Queen's Indian Defense: Fianchetto Traditional","",Fianchetto Traditional
18977,elcortez,gqueen,C02,True,10,0,58,Black,Resign,1273,2054,e4 e6,6,French Defense,French Defense: Advance Variation #4,"",Advance Variation #4
18978,gqueen,bluscreen,A57,True,10,0,49,White,Mate,2038,2141,d4 Nf6,6,Benko Gambit,Benko Gambit,"",""
18979,gqueen,sktfaker,E12,True,10,0,71,White,Resign,2034,1747,d4 Nf6,6,"Queen's Indian Defense","Queen's Indian Defense","",""
18980,ilya2002,gqueen,E12,True,10,0,73,White,Resign,1979,2049,d4 Nf6,6,"Queen's Indian Defense","Queen's Indian Defense","",""
18981,shayanaghaie,gqueen,E12,True,10,0,87,Draw,Draw,2044,2027,d4 Nf6,6,"Queen's Indian Defense","Queen's Indian Defense","",""
18982,gqueen,smm1347,D02,True,10,0,63,White,Resign,2014,2023,d4 d5,8,"Queen's Gambit","Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav",Refused,Baltic Defense
18983,st2orm,gqueen,C02,True,10,0,38,Black,Resign,2094,1997,e4 e6,11,French Defense,French Defense: Advance Variation |  Milner-Barry Gambit,"",Advance Variation
18984,gqueen,zbeu,E88,True,10,0,43,White,Mate,1996,1403,d4 g6,14,"King's Indian Defense","King's Indian Defense: Saemisch Variation |  Closed Variation |  7...c6","",Saemisch Variation
18985,gqueen,ikariamus,A40,True,10,0,73,White,Resign,1994,1522,d4 b5,2,Polish Defense,Polish Defense,"",""
18986,mohammad9182,gqueen,E20,True,10,0,151,White,Mate,1733,2016,d4 Nf6,6,Nimzo-Indian Defense,Nimzo-Indian Defense,"",""
18987,gqueen,kvs,D30,True,10,0,47,White,Mate,2014,1585,d4 d5,7,"Queen's Gambit","Queen's Gambit Declined: Traditional Variation",Declined,Traditional Variation
18988,stylos,gqueen,C00,True,10,0,58,Black,Resign,1535,2012,e4 e6,3,French Defense,French Defense: Knight Variation,"",Knight Variation
18989,gqueen,sergiokumic,E81,True,10,0,53,White,Out of Time,2008,1735,d4 Nf6,10,"King's Indian Defense","King's Indian Defense: Saemisch Variation |  Normal Defense","",Saemisch Variation
18990,rodelitobrazal,gqueen,D35,True,10,0,75,White,Resign,1646,2031,d4 Nf6,6,"Queen's Gambit","Queen's Gambit Declined: Normal Defense",Declined,Normal Defense
18991,cak_imam80,gqueen,C00,True,10,0,36,Black,Resign,1913,2020,e4 e6,2,French Defense,French Defense #2,"",#2
18992,anandacheese,chessmageddon,B92,False,5,10,32,Black,Out of Time,2173,2240,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf Variation |  Opocensky Variation,"",Najdorf Variation
18993,chessmageddon,conwycastle,C02,True,15,5,77,White,Resign,2228,2228,e4 e6,9,French Defense,French Defense: Advance Variation |  Paulsen Attack,"",Advance Variation
18994,elmaleante,chessmageddon,B20,False,40,60,68,Black,Resign,2078,2228,e4 c5,5,Sicilian Defense,Sicilian Defense: Wing Gambit |  Marshall Variation,"",Wing Gambit
18995,queen-of-hearts,chessmageddon,B50,True,180,5,140,Black,Mate,2069,2223,e4 c5,4,Sicilian Defense,Sicilian Defense,"",""
18996,chessmageddon,udav202,B50,True,10,15,124,Draw,Draw,2229,2004,e4 c5,5,Sicilian Defense,Sicilian Defense: Delayed Alapin,"",Delayed Alapin
18997,chessmageddon,tree33,C53,True,10,10,57,Black,Resign,2233,2540,e4 e5,9,Italian Game,Italian Game: Classical Variation |  Giuoco Pianissimo,"",Classical Variation
18998,chessmageddon,gambit47,B50,True,30,15,67,White,Resign,2229,1947,e4 c5,5,Sicilian Defense,Sicilian Defense: Delayed Alapin,"",Delayed Alapin
18999,atreblabo,chessmageddon,B20,True,15,15,51,Black,Resign,2052,2222,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
19000,joepasamayo,chessmageddon,E10,True,15,10,43,Black,Resign,2164,2212,d4 Nf6,6,Blumenfeld Countergambit,Blumenfeld Countergambit #2,"",#2
19001,chessmageddon,udav202,B92,True,10,15,137,White,Out of Time,2207,1993,e4 c5,16,Sicilian Defense,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Modern Line,"",Najdorf Variation
19002,chessmageddon,rawhuman,C02,True,15,15,72,Black,Resign,2222,2029,e4 e6,12,French Defense,French Defense: Advance Variation |  Lputian Variation,"",Advance Variation
19003,patzer74,chessmageddon,A15,False,20,60,31,White,Resign,2364,2222,Nf3 Nf6,4,English Opening,"English Opening: Anglo-Indian Defense |  King's Indian Formation","",Anglo-Indian Defense
19004,irakli-georgie,chessmageddon,E10,True,12,15,76,Black,Resign,2157,2213,d4 Nf6,6,Blumenfeld Countergambit,Blumenfeld Countergambit #2,"",#2
19005,chessmageddon,ansevata,C02,True,15,5,71,White,Resign,2206,2046,e4 e6,11,French Defense,French Defense: Advance Variation |  Main Line,"",Advance Variation
19006,chessmageddon,renanreis,C02,True,5,5,158,Black,Resign,2214,2336,e4 e6,11,French Defense,French Defense: Advance Variation |  Main Line,"",Advance Variation
19007,komis1987,chessmageddon,A45,True,10,10,43,White,Mate,2252,2224,d4 Nf6,2,Indian Game,Indian Game,"",""
19008,horse4203,chessmageddon,B91,True,10,10,66,Black,Resign,2136,2215,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation,"",Najdorf Variation
19009,komis1987,chessmageddon,A45,True,10,10,40,Black,Out of Time,2277,2201,d4 Nf6,2,Indian Game,Indian Game,"",""
19010,chessmageddon,pavelsps,B01,True,7,14,38,Black,Resign,2220,1973,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Modern Variation #2,"",Modern Variation #2
19011,chessmageddon,runtilmorrow,B12,True,20,20,91,White,Mate,2215,1998,e4 c6,7,Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Short Variation,"",Advance Variation
19012,lucifer_will_mate,chessmageddon,B90,False,15,10,58,Black,Resign,2064,2215,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf Variation |  English Attack,"",Najdorf Variation
19013,lonliness,chessmageddon,B94,False,20,60,13,Black,Resign,2228,2203,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf Variation,"",Najdorf Variation
19014,lonliness,chessmageddon,A01,True,15,10,115,White,Mate,2228,2203,b3 d5,2,Nimzo-Larsen Attack,Nimzo-Larsen Attack: Classical Variation,"",Classical Variation
19015,eyeangel2,chessmageddon,A46,True,10,5,38,Black,Resign,2103,2194,d4 Nf6,6,Torre Attack,Torre Attack: Classical Defense |  Nimzowitsch Variation,"",Classical Defense
19016,lonliness,chessmageddon,E68,True,15,10,59,White,Resign,2207,2206,d4 Nf6,15,"King's Indian","King's Indian |  Fianchetto |  Classical Variation |  8.e4","",""
19017,lance5500,chessmageddon,B90,False,10,15,69,White,Resign,2621,2206,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf |  Lipnitsky Attack,"",Najdorf
19018,masquerade,hackov,B19,True,15,15,72,Black,Resign,1829,1807,e4 c6,14,Caro-Kann Defense,Caro-Kann Defense: Classical |  7...Nd7,"",Classical
19019,hackov,danieloop,C00,True,10,0,83,White,Resign,1803,1542,e4 e6,4,"Queen's Pawn Game","Queen's Pawn Game: Franco-Sicilian Defense","",Franco-Sicilian Defense
19020,siroos1342,hackov,A11,True,10,8,54,Black,Resign,1751,1793,c4 c6,2,English Opening,English Opening: Caro-Kann Defensive System,"",Caro-Kann Defensive System
19021,hackov,michael_hackett,B21,True,15,10,152,Black,Mate,1807,1719,e4 c5,5,Sicilian Defense,Sicilian Defense: Smith-Morra Gambit,"",Smith-Morra Gambit
19022,michael_hackett,hackov,B10,True,15,10,40,Black,Mate,1728,1798,e4 c6,2,Caro-Kann Defense,Caro-Kann Defense,"",""
19023,hackov,michael_hackett,A10,True,15,10,60,Black,Mate,1812,1714,c4 f5,2,English Opening,English Opening: Anglo-Dutch Defense,"",Anglo-Dutch Defense
19024,cyborgassassin47,majc,B01,True,10,0,57,White,Mate,1397,1376,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
19025,cyborgassassin47,huseyinyg,C41,True,10,0,98,Black,Out of Time,1490,1474,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
19026,cyborgassassin47,mahoni_1453,B50,True,25,10,143,White,Mate,1354,1405,e4 c5,4,Sicilian Defense,Sicilian Defense,"",""
19027,jeansants,chiefjab,C26,True,10,0,139,White,Mate,1503,1494,e4 Nf6,5,Vienna Game,Vienna Game: Stanley Variation,"",Stanley Variation
19028,therealyipman,chiefjab,B03,False,10,15,41,White,Mate,2246,1494,e4 Nf6,10,Alekhine Defense,Alekhine Defense: Four Pawns Attack |  Fianchetto Variation,"",Four Pawns Attack
19029,chiefjab,josip111,C41,True,10,0,142,Black,Mate,1504,1578,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
19030,harish8u,chiefjab,C50,True,10,0,60,Black,Resign,1507,1490,e4 e5,8,Four Knights Game,Four Knights Game: Italian Variation,"",Italian Variation
19031,stipp,chiefjab,A00,True,10,0,83,White,Resign,1652,1498,b4 Nf6,1,Polish Opening,Polish Opening,"",""
19032,chiefjab,s7serg,C53,True,10,0,100,Black,Resign,1507,1649,e4 e5,7,Italian Game,Italian Game: Classical Variation #2,"",Classical Variation #2
19033,kemaluslu,chiefjab,B02,True,10,0,52,Black,Resign,1482,1493,e4 Nf6,4,Alekhine Defense,Alekhine Defense: Normal Variation,"",Normal Variation
19034,chiefjab,soultego,B00,False,15,10,29,White,Resign,1493,2108,e4 Nc6,4,Nimzowitsch Defense,Nimzowitsch Defense: Lean Variation,"",Lean Variation
19035,efernandao,ed84,D37,True,15,15,67,White,Resign,1946,1772,d4 d5,7,"Queen's Gambit","Queen's Gambit Declined: Three Knights Variation",Declined,Three Knights Variation
19036,rb52,ed84,D55,True,30,30,71,White,Resign,2057,1782,d4 d5,13,"Queen's Gambit","Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line",Declined,Neo-Orthodox Variation
19037,ed84,vale03,D94,True,10,0,60,Black,Resign,1793,1783,d4 Nf6,9,Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Burille Variation,"",Three Knights Variation
19038,ed84,mysterious_expert,E61,False,20,5,34,Black,Resign,1793,2227,d4 Nf6,4,Indian Game,Indian Game: West Indian Defense,"",West Indian Defense
19039,ed84,omaolmhuaidh,E61,True,10,0,56,White,Resign,1783,1781,d4 Nf6,4,Indian Game,Indian Game: West Indian Defense,"",West Indian Defense
19040,ed84,staydown,D32,True,10,0,39,Black,Resign,1791,1876,d4 Nf6,10,Tarrasch Defense,Tarrasch Defense: Symmetrical Variation,"",Symmetrical Variation
19041,jeandossantos,ed84,D02,True,10,0,53,White,Mate,1877,1799,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game: Zukertort Variation","",Zukertort Variation
19042,pioki,ed84,C07,True,30,30,86,Black,Resign,1935,1784,e4 e6,8,French Defense,French Defense: Tarrasch Variation |  Chistyakov Defense,"",Tarrasch Variation
19043,ed84,say1166,A40,True,10,0,23,Black,Resign,1795,1798,d4 b5,2,Polish Defense,Polish Defense,"",""
19044,adgofe,ed84,A13,True,10,0,63,White,Mate,1794,1806,Nf3 d5,4,English Opening,English Opening: Agincourt Defense #2,"",Agincourt Defense #2
19045,ed84,huskygaze3,A53,True,10,0,62,Draw,Draw,1803,1900,d4 Nf6,4,Old Indian Defense,Old Indian Defense,"",""
19046,ed84,servasky,E14,True,30,30,44,Draw,Draw,1802,1858,d4 Nf6,7,"Queen's Indian Defense","Queen's Indian Defense: Spassky System","",Spassky System
19047,ed84,gargamelle,A40,True,10,0,111,Draw,Draw,1802,1781,d4 g6,2,Modern Defense,Modern Defense,"",""
19048,cedrus,ed84,C02,True,10,0,80,Black,Resign,1722,1794,e4 e6,8,French Defense,French Defense: Advance Variation,"",Advance Variation
19049,atoz123,ed84,C00,True,10,0,50,Black,Resign,1784,1783,e4 e6,3,French Defense,"French Defense: King's Indian Attack","","King's Indian Attack"
19050,ed84,kooksta,D10,True,10,0,12,Black,Resign,1795,1753,d4 d5,4,Slav Defense,Slav Defense,"",""
19051,kastorcito,ed84,C11,False,5,60,61,White,Resign,1500,1795,e4 e6,7,French Defense,French Defense: Classical Variation |  Steinitz Variation,"",Classical Variation
19052,jeefer,ed84,A00,True,10,0,40,Black,Mate,1757,1785,e3 d5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
19053,deno01,taranga,C20,True,7,2,104,Black,Mate,1389,1307,e4 e5,5,"King's Pawn Game","King's Pawn Game: King's Head Opening","","King's Head Opening"
19054,mastermax19,taranga,C21,False,10,0,33,White,Resign,1678,1299,e4 e5,10,Danish Gambit,Danish Gambit Accepted |  Classical Defense,Accepted,""
19055,soheil0,taranga,C20,True,10,5,64,Black,Mate,1152,1299,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
19056,taranga,atarasenko,C60,True,10,0,62,Black,Out of Time,1303,1634,e4 e5,6,Ruy Lopez,Ruy Lopez: Cozio Defense,"",Cozio Defense
19057,taranga,adilsontxyw,C60,True,10,0,47,White,Mate,1278,1530,e4 e5,6,Ruy Lopez,Ruy Lopez: Rotary-Albany Gambit,"",Rotary-Albany Gambit
19058,kaoruko,taranga,C22,True,10,0,30,White,Resign,1595,1281,e4 e5,6,Center Game,Center Game: Normal Variation,"",Normal Variation
19059,taranga,shahen07,C68,True,10,0,24,White,Resign,1267,1344,e4 e5,8,Ruy Lopez,Ruy Lopez: Exchange Variation |  Lutikov Variation,"",Exchange Variation
19060,aslan737373,taranga,C50,True,45,1,20,White,Resign,1332,1277,e4 e5,8,Italian Game,Italian Game: Giuoco Pianissimo |  Normal,"",Giuoco Pianissimo
19061,jjlg3531,taranga,C50,False,30,0,66,Black,Resign,1213,1277,e4 e5,8,Four Knights Game,Four Knights Game: Italian Variation,"",Italian Variation
19062,taranga,sanchitkaushal,C40,False,120,10,12,Black,Out of Time,1277,1047,e4 e5,3,"King's Knight Opening","King's Knight Opening","",""
19063,sanchitkaushal,taranga,D00,False,120,10,63,Black,Resign,1047,1277,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game #2","",#2
19064,barker1964,taranga,D00,True,30,0,82,White,Resign,1393,1285,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game #2","",#2
19065,taranga,temi2017,B02,True,30,0,87,White,Resign,1279,1090,e4 Nf6,2,Alekhine Defense,Alekhine Defense,"",""
19066,taranga,killerbrecht,C40,True,8,0,19,White,Resign,1268,1255,e4 e5,4,"King's Pawn Game","King's Pawn Game: Gunderam Gambit","",Gunderam Gambit
19067,oldsim,taranga,C20,True,15,10,59,White,Mate,1186,1283,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
19068,taranga,whfo,B30,False,8,0,124,Black,Mate,1283,1267,e4 c5,5,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,"",Nyezhmetdinov-Rossolimo Attack
19069,phileasfrog,taranga,A00,True,10,4,96,Black,Resign,1290,1270,g3 e5,1,Hungarian Opening,Hungarian Opening,"",""
19070,patrizio67,taranga,D00,True,12,0,53,White,Out of Time,1331,1281,d4 d5,4,"Queen's Pawn Game","Queen's Pawn Game #3","",#3
19071,piroz_xucestih,taranga,A00,True,10,0,39,White,Mate,1304,1292,e3 e6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
19072,taranga,piroz_xucestih,C00,True,10,0,10,Black,Mate,1305,1293,e4 e6,3,French Defense,French Defense: Normal Variation,"",Normal Variation
19073,lelik3310,taranga,C22,True,10,0,51,White,Mate,1308,1317,e4 e5,8,Center Game,Center Game: Berger Variation,"",Berger Variation
19074,cesar1945,taranga,C54,True,15,0,18,Black,Resign,1296,1305,e4 e5,13,Italian Game,"Italian Game: Giuoco Piano |  Greco's Attack","",Giuoco Piano
19075,marmoraka5,taranga,C50,False,30,0,106,Black,Mate,968,1305,e4 e5,8,Four Knights Game,Four Knights Game: Italian Variation,"",Italian Variation
19076,taranga,vikrant_dalvi,C41,False,15,15,38,Black,Mate,1293,1466,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
19077,xapoh,taranga,C68,True,7,2,59,White,Mate,1500,1299,e4 e5,7,Ruy Lopez,Ruy Lopez: Exchange Variation,"",Exchange Variation
19078,taranga,jamila1234,B12,True,7,2,111,White,Mate,1288,1232,e4 c6,3,Caro-Kann Defense,Caro-Kann Defense,"",""
19079,taranga,hknight_chess,C77,True,7,2,28,Black,Resign,1289,2108,e4 e5,9,Ruy Lopez,Ruy Lopez: Morphy Defense |  Tarrasch Variation,"",Morphy Defense
19080,blassterkal,taranga,C22,False,7,2,101,White,Out of Time,1431,1289,e4 e5,6,Center Game,Center Game: Normal Variation,"",Normal Variation
19081,striker123,taranga,C45,False,7,2,15,White,Mate,1806,1289,e4 e5,7,Scotch Game,Scotch Game,"",""
19082,taranga,yugesh_naidu,C41,False,7,2,42,White,Resign,1289,1311,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
19083,blassterkal,taranga,A40,False,7,2,118,Black,Resign,1431,1289,e3 e5,3,Englund Gambit,Englund Gambit Declined |  Reversed French,Declined,""
19084,taranga,andreas636,C50,False,7,2,34,Black,Resign,1289,1484,e4 e5,6,Giuoco Piano,Giuoco Piano,"",""
19085,taranga,armourbuddy,A42,False,7,2,60,Black,Resign,1289,1810,e4 c5,5,Sicilian Defense,Sicilian Defense: Hyperaccelerated Fianchetto,"",Hyperaccelerated Fianchetto
19086,striker123,taranga,C44,False,7,2,66,Black,Resign,1806,1289,e4 e5,5,Scotch Game,Scotch Game,"",""
19087,taranga,snapper,C41,False,5,8,21,White,Out of Time,1289,1500,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
19088,moon50,taranga,C70,True,15,1,73,White,Mate,1409,1297,e4 e5,8,Ruy Lopez,Ruy Lopez: Morphy Defense |  Caro Variation,"",Morphy Defense
19089,taranga,moon50,C55,True,15,1,159,White,Mate,1280,1485,e4 e5,6,Italian Game,Italian Game: Anti-Fried Liver Defense,"",Anti-Fried Liver Defense
19090,taranga,italiantranslator,B01,False,15,0,74,White,Resign,1280,1211,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
19091,italiantranslator,taranga,A00,False,15,0,28,Black,Mate,1211,1280,h4 e5,3,Crab Opening,Crab Opening,"",""
19092,taranga,naoufel,C41,True,10,0,112,Black,Mate,1281,1765,e4 e5,6,Philidor Defense,Philidor Defense #4,"",#4
19093,skayb,svindled,A40,True,10,0,55,White,Resign,1825,1232,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
19094,beto53,svindled,C00,True,10,0,52,Black,Mate,1492,1191,e4 e6,3,French Defense,French Defense: La Bourdonnais Variation,"",La Bourdonnais Variation
19095,robisurf,svindled,A00,True,10,0,72,Black,Out of Time,1419,1151,e3 e5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
19096,jose63,svindled,C02,True,10,0,106,Black,Resign,1346,1112,e4 e6,7,French Defense,French Defense: Advance |  Steinitz Variation,"",Advance
19097,svindled,marten54,B02,True,5,5,2,Black,Resign,1118,1456,e4 Nf6,2,Alekhine Defense,Alekhine Defense,"",""
19098,svindled,sunnyside41st,B20,True,8,2,2,Black,Resign,1126,1450,e4 c5,2,Sicilian Defense,Sicilian Defense,"",""
19099,svindled,haskox,C20,True,10,0,2,Black,Resign,1154,1147,e4 e5,2,"King's Pawn Game","King's Pawn Game","",""
19100,the-legendery-player,svindled,A00,True,10,0,2,White,Resign,1227,1179,h3 b6,1,Clemenz Opening,Clemenz Opening,"",""
19101,brujo77,svindled,B01,True,10,0,2,White,Resign,1507,1188,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
19102,svindled,nastyazdrastya,C20,True,10,1,2,Black,Resign,1196,1547,e4 e5,2,"King's Pawn Game","King's Pawn Game","",""
19103,minelkayraaaaaa,svindled,A40,True,5,8,2,White,Resign,1467,1209,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
19104,svindled,sgbarrys,A00,True,8,0,2,Black,Resign,1226,1431,d3 e6,1,Mieses Opening,Mieses Opening,"",""
19105,ryanprihantoro,svindled,B07,True,10,0,2,White,Resign,1362,1252,e4 d6,2,Pirc Defense,Pirc Defense #4,"",#4
19106,222222,svindled,C00,True,3,8,2,White,Resign,1076,1319,e4 e6,2,French Defense,French Defense #2,"",#2
19107,svindled,spaxxts,C20,True,13,0,2,Black,Resign,1346,1503,e4 e5,2,"King's Pawn Game","King's Pawn Game","",""
19108,svindled,ignacio45,A00,True,7,5,2,Black,Resign,1369,1581,d3 e5,2,Mieses Opening,Mieses Opening: Reversed Rat,"",Reversed Rat
19109,julian01,svindled,B00,True,10,3,2,White,Resign,1567,1400,e4 a5,2,Ware Defense,Ware Defense,"",""
19110,svindled,streeet1,A00,True,30,0,2,Black,Resign,1445,1546,h4 d5,1,Kadas Opening,Kadas Opening,"",""
19111,ka0017,svindled,B00,True,15,0,2,White,Resign,1538,1516,e4 a5,2,Ware Defense,Ware Defense,"",""
19112,svindled,julian01,A00,True,10,3,3,Black,Resign,1630,1556,g4 e5,1,Grob Opening,Grob Opening,"",""
19113,dino69,svindled,C00,True,8,0,2,White,Resign,1834,1709,e4 e6,2,French Defense,French Defense #2,"",#2
19114,dmenace,bbmoro,A15,True,10,0,54,Black,Resign,1778,1779,Nf3 Nf6,4,English Opening,English Opening: Anglo-Indian Defense |  Scandinavian Defense,"",Anglo-Indian Defense
19115,crraii,thebadfish,B51,False,60,180,43,White,Resign,1881,1963,e4 c5,5,Sicilian Defense,Sicilian Defense: Canal-Sokolsky Attack,"",Canal-Sokolsky Attack
19116,thebadfish,crraii,C00,False,60,180,23,Black,Resign,1963,1881,c4 e6,3,French Defense,French Defense: Steiner Variation,"",Steiner Variation
19117,thebadfish,crraii,A10,False,60,180,7,White,Resign,1963,1881,c4 f5,2,English Opening,English Opening: Anglo-Dutch Defense,"",Anglo-Dutch Defense
19118,thebadfish,crraii,A10,False,60,180,10,White,Resign,1963,1881,c4 f5,2,English Opening,English Opening: Anglo-Dutch Defense,"",Anglo-Dutch Defense
19119,thebadfish,crraii,A00,False,60,180,2,White,Resign,1963,1881,b4 f5,2,Polish Opening,Polish Opening: Dutch Defense,"",Dutch Defense
19120,crraii,thebadfish,B31,False,45,45,48,White,Resign,1881,1963,e4 c5,6,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,"",Nyezhmetdinov-Rossolimo Attack
19121,owlsquawk,crraii,A81,True,15,15,45,White,Resign,1918,1904,d4 f5,6,Dutch Defense,Dutch Defense: Semi-Leningrad Variation,"",Semi-Leningrad Variation
19122,crraii,owlsquawk,B12,True,15,15,55,Draw,Draw,1903,1920,e4 c6,7,Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Short Variation,"",Advance Variation
19123,crraii,quesada,B31,True,15,15,71,White,Mate,1881,1800,e4 c5,6,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,"",Nyezhmetdinov-Rossolimo Attack
19124,thebadfish,crraii,C06,False,45,45,36,Black,Mate,1973,1881,e4 e6,15,French Defense,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,"",Tarrasch Variation
19125,crraii,thebadfish,B01,False,45,45,18,White,Resign,1881,1973,e4 d5,6,Scandinavian Defense,Scandinavian Defense: Marshall Variation,"",Marshall Variation
19126,thebadfish,crraii,A04,False,45,45,33,Black,Resign,1973,1881,Nf3 f5,3,Zukertort Opening,Zukertort Opening: Lisitsyn Gambit,"",Lisitsyn Gambit
19127,crraii,thebadfish,B12,False,45,45,32,White,Resign,1881,1973,e4 c6,7,Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Short Variation,"",Advance Variation
19128,thebadfish,crraii,C00,False,45,45,31,White,Resign,1973,1881,e4 e6,3,French Defense,French Defense: Steiner Variation,"",Steiner Variation
19129,thebadfish,crraii,A10,False,45,45,2,Black,Resign,1973,1881,c4 f5,2,English Opening,English Opening: Anglo-Dutch Defense,"",Anglo-Dutch Defense
19130,crraii,thebadfish,B30,False,45,45,57,White,Resign,1881,1973,e4 c5,5,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,"",Nyezhmetdinov-Rossolimo Attack
19131,thebadfish,crraii,A10,False,45,45,37,Black,Resign,1973,1881,c4 f5,2,English Opening,English Opening: Anglo-Dutch Defense,"",Anglo-Dutch Defense
19132,crraii,thebadfish,B31,False,45,45,15,White,Resign,1881,1973,e4 c5,6,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,"",Nyezhmetdinov-Rossolimo Attack
19133,crraii,czytamspam,B40,True,15,15,73,White,Mate,1863,1713,e4 c5,5,Sicilian Defense,Sicilian Defense: Delayed Alapin Variation,"",Delayed Alapin Variation
19134,crraii,maestrochess_a,B12,True,15,15,53,White,Mate,1839,1765,e4 c6,5,Caro-Kann Defense,Caro-Kann Defense: Advance Variation,"",Advance Variation
19135,crraii,duc_d_alsace,C70,True,15,15,55,White,Resign,1810,1749,e4 e5,8,Ruy Lopez,Ruy Lopez: Morphy Defense |  Caro Variation,"",Morphy Defense
19136,thebadfish,crraii,C90,False,45,45,60,Black,Mate,1973,1810,e4 e5,17,Ruy Lopez,Ruy Lopez: Closed Variations |  Pilnik Variation,"",Closed Variations
19137,crraii,thebadfish,B39,False,45,45,14,Black,Resign,1810,1973,e4 c5,14,Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,"",Accelerated Dragon
19138,thebadfish,crraii,C53,False,45,45,54,Black,Resign,1973,1810,e4 e5,9,Italian Game,Italian Game: Classical Variation |  Albin Gambit,"",Classical Variation
19139,crraii,thebadfish,B90,False,45,45,38,White,Resign,1810,1973,e4 c5,12,Sicilian Defense,Sicilian Defense: Najdorf Variation |  English Attack |  Anti-English,"",Najdorf Variation
19140,thebadfish,crraii,C84,False,45,45,57,Draw,Draw,1973,1810,e4 e5,10,Ruy Lopez,Ruy Lopez: Closed Variations,"",Closed Variations
19141,thebadfish,crraii,C67,False,45,45,11,White,Resign,1973,1810,e4 e5,8,Ruy Lopez,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,"",Berlin Defense
19142,crraii,thebadfish,B30,False,45,45,28,Black,Resign,1810,1973,e4 c5,5,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,"",Nyezhmetdinov-Rossolimo Attack
